name,company,year,selling_price,km_driven,fuel,transmission,owner
Renault KWID RXT,Renault,2016,330000,20000,Petrol,Manual,First Owner
Mahindra Bolero 2011-2019 EX,Mahindra,2014,480000,37000,Diesel,Manual,First Owner
Maruti S-Cross 2017-2020 Zeta,Maruti,2018,950000,57000,Diesel,Manual,Second Owner
Hyundai Verna Transform SX,Hyundai,2011,300000,110000,Diesel,Manual,Second Owner
Hyundai Verna Xi (Petrol),Hyundai,2006,170000,110000,Petrol,Manual,Fourth & Above Owner
Toyota Innova 2.5 EV,Toyota,2013,850000,120000,Diesel,Manual,Second Owner
Tata Tigor 2017-2020 XZ,Tata,2019,900000,8079,Diesel,Manual,First Owner
Toyota Innova 2.5 Z,Toyota,2015,1325000,114368,Diesel,Manual,Second Owner
Ford Fiesta Classic 1.4,Ford,2012,350000,79990,Diesel,Manual,Second Owner
Ford Figo Diesel Titanium,Ford,2012,425000,81632,Diesel,Manual,First Owner
Ford Aspire Titanium Diesel,Ford,2016,600000,155201,Diesel,Manual,First Owner
Ford Ecosport 1.5 DV5,Ford,2014,750000,101504,Diesel,Manual,First Owner
Ford Fiesta Classic 1.4,Ford,2012,450000,90165,Diesel,Manual,First Owner
Ford Figo Titanium Diesel,Ford,2010,325000,86017,Diesel,Manual,Second Owner
Mahindra XUV500 W8 2WD,Mahindra,2013,900000,85036,Diesel,Manual,Second Owner
Fiat Punto 1.3 Emotion,Fiat,2013,350000,160254,Diesel,Manual,Second Owner
Ford EcoSport 1.5 TDCi,Ford,2013,600000,125531,Diesel,Manual,Second Owner
Hyundai Verna VTVT 1.6,Hyundai,2019,1100000,10000,Petrol,Manual,First Owner
Tata Tiago 1.2 Revotron,Tata,2017,520000,20000,Petrol,Manual,First Owner
Mahindra Scorpio S10 7,Mahindra,2015,885000,170000,Diesel,Manual,First Owner
Tata Nexon 1.5 Revotorq,Tata,2018,950000,40000,Diesel,Automatic,First Owner
Honda City 1.5 E,Honda,2008,229999,120000,Petrol,Manual,Second Owner
Maruti Ritz VDi,Maruti,2013,409999,100000,Diesel,Manual,Third Owner
Ford Fiesta EXi 1.4,Ford,2011,300000,110000,Diesel,Manual,Third Owner
Tata Indica V2 DLG,Tata,2008,175000,120000,Diesel,Manual,Third Owner
Maruti Alto LX,Maruti,2000,108000,206000,Petrol,Manual,Fourth & Above Owner
Maruti Celerio ZXI,Maruti,2017,425000,40000,Petrol,Manual,Second Owner
Chevrolet Optra Magnum 2.0,Chevrolet,2011,272000,170000,Diesel,Manual,Fourth & Above Owner
Hyundai i10 Magna 1.1L,Hyundai,2013,310000,70000,Petrol,Manual,First Owner
Hyundai Creta 1.4 CRDi,Hyundai,2017,1125000,105000,Diesel,Manual,First Owner
Hyundai Xcent 1.2 Kappa,Hyundai,2014,450000,46000,Petrol,Manual,Second Owner
Volkswagen Polo Diesel Highline,Volkswagen,2011,388000,80000,Diesel,Manual,Second Owner
Hyundai Verna Transform SX,Hyundai,2011,400000,60000,Petrol,Manual,First Owner
Honda City i DTEC,Honda,2015,760000,70000,Diesel,Manual,Third Owner
Maruti Alto LXi,Maruti,2009,120000,90000,Petrol,Manual,First Owner
Maruti Swift Dzire VDI,Maruti,2019,757000,25000,Diesel,Manual,First Owner
Maruti Alto 800 VXI,Maruti,2015,270000,53000,Petrol,Manual,Second Owner
Tata Sumo MKII GX,Tata,2011,250000,90000,Diesel,Manual,Second Owner
Toyota Innova Crysta 2.5,Toyota,2011,800000,60000,Diesel,Manual,First Owner
Toyota Fortuner 4x2 Manual,Toyota,2014,1380000,150000,Diesel,Manual,First Owner
Mahindra Thar CRDe AC,Mahindra,2014,700000,24000,Diesel,Manual,First Owner
Honda Mobilio S i,Honda,2016,450000,100000,Diesel,Manual,Second Owner
Mahindra KUV 100 G80,Mahindra,2018,650000,6000,Petrol,Manual,First Owner
Mahindra XUV500 W8 2WD,Mahindra,2013,950000,49700,Diesel,Manual,First Owner
Toyota Innova 2.5 E,Toyota,2007,626000,80000,Diesel,Manual,Second Owner
Toyota Qualis Fleet A3,Toyota,2000,200000,100000,Diesel,Manual,First Owner
Maruti Swift Dzire AMT,Maruti,2019,600000,10000,Petrol,Automatic,First Owner
Renault KWID RXT Optional,Renault,2019,290000,21000,Petrol,Manual,First Owner
Maruti Alto K10 2010-2014,Maruti,2013,215000,25000,Petrol,Manual,First Owner
Renault KWID RXT Optional,Renault,2016,250000,22000,Petrol,Manual,First Owner
Maruti Ertiga SHVS ZDI,Maruti,2017,750000,50000,Diesel,Manual,First Owner
Maruti Alto K10 VXI,Maruti,2016,250000,20000,Petrol,Manual,Second Owner
Honda BRV i-VTEC V,Honda,2017,950000,15000,Petrol,Automatic,First Owner
Ford Figo Aspire 1.5,Ford,2018,793000,30000,Diesel,Manual,First Owner
Hyundai Creta 1.6 CRDi,Hyundai,2015,750000,74000,Diesel,Manual,First Owner
Honda Jazz V CVT,Honda,2017,725000,6550,Petrol,Automatic,First Owner
Hyundai Grand i10 CRDi,Hyundai,2016,480000,30000,Diesel,Manual,First Owner
BMW X6 xDrive30d,BMW,2013,3750000,56000,Diesel,Automatic,First Owner
Maruti Swift Dzire ZXI,Maruti,2018,795000,41779,Petrol,Manual,First Owner
Honda Jazz 1.2 V,Honda,2016,625000,54000,Petrol,Manual,First Owner
Mercedes-Benz E-Class E250 CDI,Mercedes-Benz,2016,2900000,31000,Diesel,Automatic,First Owner
Maruti Ignis 1.3 AMT,Maruti,2017,625000,37000,Diesel,Automatic,First Owner
Chevrolet Cruze LTZ AT,Chevrolet,2011,440000,90000,Diesel,Automatic,Second Owner
Toyota Corolla Altis 1.8,Toyota,2018,1400000,13534,Petrol,Manual,First Owner
Toyota Corolla Altis 1.8,Toyota,2017,1450000,7000,Petrol,Automatic,Second Owner
Mercedes-Benz GLA Class 200,Mercedes-Benz,2017,2700000,23000,Diesel,Automatic,First Owner
Toyota Innova Crysta 2.8,Toyota,2019,1925000,43000,Diesel,Automatic,First Owner
Kia Seltos HTX Plus,Kia,2020,1900000,5000,Diesel,Automatic,First Owner
Maruti Ciaz RS ZDi,Maruti,2017,844999,70000,Diesel,Manual,First Owner
Skoda Rapid 1.5 TDI,Skoda,2016,650000,99000,Diesel,Automatic,First Owner
Maruti Swift ZXI 2018,Maruti,2018,750000,15000,Petrol,Manual,First Owner
BMW 6 Series GT,BMW,2018,6000000,28156,Diesel,Automatic,First Owner
Honda Jazz 1.2 SV,Honda,2015,610000,30000,Petrol,Manual,First Owner
Toyota Fortuner 2.8 2WD,Toyota,2018,2940000,100000,Diesel,Automatic,First Owner
Hyundai Creta 1.6 CRDi,Hyundai,2017,1150000,63309,Diesel,Manual,First Owner
Toyota Innova Crysta 2.8,Toyota,2016,1825000,94000,Diesel,Automatic,First Owner
Hyundai Elite i20 Asta,Hyundai,2018,890000,29000,Petrol,Automatic,First Owner
Jaguar XE 2016-2019 2.0L,Jaguar,2017,2625000,9000,Diesel,Automatic,First Owner
Lexus ES 300h,Lexus,2019,5150000,20000,Petrol,Automatic,First Owner
Jaguar XF 2.0 Diesel,Jaguar,2017,3200000,45000,Diesel,Automatic,First Owner
Tata Safari Storme EX,Tata,2015,503000,110000,Diesel,Manual,First Owner
Volvo XC40 D4 Inscription,Volvo,2019,3800000,20000,Diesel,Automatic,First Owner
Toyota Camry 2.5 Hybrid,Toyota,2016,2000000,68089,Petrol,Automatic,First Owner
Maruti Wagon R LXI,Maruti,2013,225000,58343,Petrol,Manual,First Owner
Maruti Baleno Alpha 1.3,Maruti,2018,740000,38817,Diesel,Manual,First Owner
Honda Jazz VX,Honda,2016,550000,56494,Petrol,Manual,First Owner
Toyota Innova 2.5 VX,Toyota,2013,750000,79328,Diesel,Manual,Second Owner
Maruti Swift AMT VVT,Maruti,2019,650000,5621,Petrol,Automatic,First Owner
Toyota Etios VX,Toyota,2017,625000,25538,Petrol,Manual,First Owner
Maruti Swift AMT ZXI,Maruti,2018,600000,69779,Petrol,Automatic,First Owner
Hyundai Grand i10 1.2,Hyundai,2017,450000,56290,Diesel,Manual,First Owner
BMW X4 M Sport,BMW,2019,5400000,7500,Diesel,Automatic,First Owner
BMW X4 M Sport,BMW,2019,5500000,8500,Diesel,Automatic,First Owner
Honda Amaze V CVT,Honda,2019,779000,7032,Petrol,Automatic,First Owner
Skoda Rapid 1.6 MPI,Skoda,2016,645000,11000,Petrol,Automatic,First Owner
Volvo V40 D3 R-Design,Volvo,2018,2475000,2000,Diesel,Automatic,First Owner
Jaguar XE 2016-2019 2.0L,Jaguar,2017,2625000,9000,Diesel,Automatic,First Owner
Lexus ES 300h,Lexus,2019,5150000,20000,Petrol,Automatic,First Owner
Jaguar XF 2.0 Diesel,Jaguar,2017,3200000,45000,Diesel,Automatic,First Owner
Tata Safari Storme EX,Tata,2015,503000,110000,Diesel,Manual,First Owner
Volvo XC40 D4 Inscription,Volvo,2019,3800000,20000,Diesel,Automatic,First Owner
Toyota Camry 2.5 Hybrid,Toyota,2016,2000000,68089,Petrol,Automatic,First Owner
Maruti Wagon R LXI,Maruti,2013,225000,58343,Petrol,Manual,First Owner
Maruti Baleno Alpha 1.3,Maruti,2018,740000,38817,Diesel,Manual,First Owner
Honda Jazz VX,Honda,2016,550000,56494,Petrol,Manual,First Owner
Toyota Innova 2.5 VX,Toyota,2013,750000,79328,Diesel,Manual,Second Owner
Maruti Swift AMT VVT,Maruti,2019,650000,5621,Petrol,Automatic,First Owner
Toyota Etios VX,Toyota,2017,625000,25538,Petrol,Manual,First Owner
Maruti Swift AMT ZXI,Maruti,2018,600000,69779,Petrol,Automatic,First Owner
Hyundai Grand i10 1.2,Hyundai,2017,450000,56290,Diesel,Manual,First Owner
BMW X4 M Sport,BMW,2019,5400000,7500,Diesel,Automatic,First Owner
BMW X4 M Sport,BMW,2019,5500000,8500,Diesel,Automatic,First Owner
Honda Amaze V CVT,Honda,2019,779000,7032,Petrol,Automatic,First Owner
Skoda Rapid 1.6 MPI,Skoda,2016,645000,11000,Petrol,Automatic,First Owner
Volvo V40 D3 R-Design,Volvo,2018,2475000,2000,Diesel,Automatic,First Owner
Jaguar XE 2016-2019 2.0L,Jaguar,2017,2625000,9000,Diesel,Automatic,First Owner
Lexus ES 300h,Lexus,2019,5150000,20000,Petrol,Automatic,First Owner
Jaguar XF 2.0 Diesel,Jaguar,2017,3200000,45000,Diesel,Automatic,First Owner
Tata Safari Storme EX,Tata,2015,503000,110000,Diesel,Manual,First Owner
Volvo XC40 D4 Inscription,Volvo,2019,3800000,20000,Diesel,Automatic,First Owner
Toyota Camry 2.5 Hybrid,Toyota,2016,2000000,68089,Petrol,Automatic,First Owner
Maruti Wagon R LXI,Maruti,2013,225000,58343,Petrol,Manual,First Owner
Maruti Baleno Alpha 1.3,Maruti,2018,740000,38817,Diesel,Manual,First Owner
Honda Jazz VX,Honda,2016,550000,56494,Petrol,Manual,First Owner
Toyota Innova 2.5 VX,Toyota,2013,750000,79328,Diesel,Manual,Second Owner
Maruti Swift AMT VVT,Maruti,2019,650000,5621,Petrol,Automatic,First Owner
Toyota Etios VX,Toyota,2017,625000,25538,Petrol,Manual,First Owner
Maruti Swift AMT ZXI,Maruti,2018,600000,69779,Petrol,Automatic,First Owner
Hyundai Grand i10 1.2,Hyundai,2017,450000,56290,Diesel,Manual,First Owner
BMW X4 M Sport,BMW,2019,5400000,7500,Diesel,Automatic,First Owner
BMW X4 M Sport,BMW,2019,5500000,8500,Diesel,Automatic,First Owner
Honda Amaze V CVT,Honda,2019,779000,7032,Petrol,Automatic,First Owner
Skoda Rapid 1.6 MPI,Skoda,2016,645000,11000,Petrol,Automatic,First Owner
Volvo V40 D3 R-Design,Volvo,2018,2475000,2000,Diesel,Automatic,First Owner
Jaguar XE 2016-2019 2.0L,Jaguar,2017,2625000,9000,Diesel,Automatic,First Owner
Lexus ES 300h,Lexus,2019,5150000,20000,Petrol,Automatic,First Owner
Jaguar XF 2.0 Diesel,Jaguar,2017,3200000,45000,Diesel,Automatic,First Owner
Tata Safari Storme EX,Tata,2015,503000,110000,Diesel,Manual,First Owner
Volvo XC40 D4 Inscription,Volvo,2019,3800000,20000,Diesel,Automatic,First Owner
Toyota Camry 2.5 Hybrid,Toyota,2016,2000000,68089,Petrol,Automatic,First Owner
Maruti Wagon R LXI,Maruti,2013,225000,58343,Petrol,Manual,First Owner
Maruti Baleno Alpha 1.3,Maruti,2018,740000,38817,Diesel,Manual,First Owner
Honda Jazz VX,Honda,2016,550000,56494,Petrol,Manual,First Owner
Toyota Innova 2.5 VX,Toyota,2013,750000,79328,Diesel,Manual,Second Owner
Maruti Swift AMT VVT,Maruti,2019,650000,5621,Petrol,Automatic,First Owner
Toyota Etios VX,Toyota,2017,625000,25538,Petrol,Manual,First Owner
Maruti Swift AMT ZXI,Maruti,2018,600000,69779,Petrol,Automatic,First Owner
Hyundai Grand i10 1.2,Hyundai,2017,450000,56290,Diesel,Manual,First Owner
BMW X4 M Sport,BMW,2019,5400000,7500,Diesel,Automatic,First Owner
BMW X4 M Sport,BMW,2019,5500000,8500,Diesel,Automatic,First Owner
Honda Amaze V CVT,Honda,2019,779000,7032,Petrol,Automatic,First Owner
Skoda Rapid 1.6 MPI,Skoda,2016,645000,11000,Petrol,Automatic,First Owner
Volvo V40 D3 R-Design,Volvo,2018,2475000,2000,Diesel,Automatic,First Owner
Tata Indigo CS eLX,Tata,2017,385000,155000,Diesel,Manual,First Owner
Maruti Celerio ZXI AT,Maruti,2016,400000,35000,Petrol,Automatic,First Owner
Hyundai Grand i10 1.2,Hyundai,2018,550000,50000,Diesel,Manual,First Owner
Chevrolet Tavera Neo LS,Chevrolet,2010,270000,185000,Diesel,Manual,First Owner
Tata Indigo CS LS,Tata,2013,200000,175000,Diesel,Manual,Second Owner
Renault KWID RXT Optional,Renault,2016,310000,11500,Petrol,Manual,First Owner
Hyundai Xcent 1.2 CRDi,Hyundai,2019,700000,3000,Diesel,Manual,First Owner
Chevrolet Sail LT ABS,Chevrolet,2015,480000,80000,Diesel,Manual,Second Owner
Maruti Alto LXI,Maruti,2005,90000,40000,Petrol,Manual,Second Owner
Maruti Alto LXI,Maruti,2005,80000,40000,Petrol,Manual,Second Owner
Maruti Ritz VDi,Maruti,2015,350000,90000,Diesel,Manual,First Owner
Maruti SX4 S Cross,Maruti,2017,600000,100000,Diesel,Manual,First Owner
Mahindra Scorpio M2DI,Mahindra,2011,350000,120000,Diesel,Manual,Third Owner
Maruti Vitara Brezza VDi,Maruti,2018,770000,50000,Diesel,Manual,First Owner
Mahindra Verito 1.5 D6,Mahindra,2012,350000,25000,Diesel,Manual,First Owner
Mahindra Scorpio VLX 2WD,Mahindra,2011,600000,50000,Diesel,Manual,Third Owner
Mahindra TUV 300 T8,Mahindra,2016,750000,71000,Diesel,Manual,First Owner
Maruti Wagon R VXI,Maruti,2016,340000,40000,Petrol,Manual,First Owner
Hyundai Elite i20 Petrol,Hyundai,2018,650000,31800,Petrol,Manual,First Owner
Hyundai i10 Sportz,Hyundai,2014,300000,65000,Petrol,Manual,First Owner
Maruti Alto 800 LXI,Maruti,2014,204999,15000,Petrol,Manual,Second Owner
Mahindra Verito 1.5 D4,Mahindra,2012,254999,70000,Diesel,Manual,Second Owner
Ford Figo Aspire 1.2,Ford,2017,650000,5000,Petrol,Manual,First Owner
Hyundai EON Magna Plus,Hyundai,2017,280000,50000,Petrol,Manual,Second Owner
Tata Indica V2 DLS,Tata,2011,100000,80000,Diesel,Manual,First Owner
Chevrolet Tavera Neo 3,Chevrolet,2014,575000,70000,Diesel,Manual,Second Owner
Maruti Vitara Brezza VDi,Maruti,2017,780000,40000,Diesel,Manual,First Owner
Mahindra Bolero 2011-2019 ZLX,Mahindra,2013,467000,157000,Diesel,Manual,First Owner
Mahindra Scorpio S10 7,Mahindra,2015,1050000,90000,Diesel,Manual,First Owner
Hyundai i10 Magna 1.1L,Hyundai,2011,225000,80000,Petrol,Manual,Second Owner
Hyundai Santro GLS I,Hyundai,2004,90000,90000,Petrol,Manual,Third Owner
Hyundai Santro Xing XG,Hyundai,2004,80000,80000,Petrol,Automatic,Third Owner
Toyota Etios Liva GD,Toyota,2012,300000,80000,Diesel,Manual,First Owner
Mahindra Verito 1.5 D4,Mahindra,2012,260000,70000,Diesel,Manual,Second Owner
Chevrolet Spark 1.0 E,Chevrolet,2009,90000,50000,Petrol,Manual,Second Owner
Ford Figo Diesel ZXI,Ford,2012,280000,60000,Diesel,Manual,First Owner
Mahindra Verito 1.5 D4,Mahindra,2014,350000,106000,Diesel,Manual,Second Owner
Mahindra Scorpio 2.6 SLX,Mahindra,2006,229999,80000,Diesel,Manual,Second Owner
Mahindra Bolero 2011-2019 DI,Mahindra,2016,550000,80000,Diesel,Manual,Second Owner
Toyota Innova 2.5 VX,Toyota,2013,850000,110000,Diesel,Manual,Second Owner
Mahindra Bolero DI,Mahindra,2011,370000,120000,Diesel,Manual,Third Owner
Maruti Alto K10 LXI,Maruti,2013,250000,27000,Petrol,Manual,First Owner
Maruti Alto LXi,Maruti,2007,95000,70000,Petrol,Manual,Second Owner
Maruti Wagon R LXI,Maruti,2010,180000,70000,Petrol,Manual,Second Owner
Mahindra NuvoSport N8 AMT,Mahindra,2016,650000,50000,Diesel,Automatic,First Owner
Hyundai Xcent 1.2 CRDi,Hyundai,2018,530000,60000,Diesel,Manual,First Owner
Maruti Swift VVT ZXI,Maruti,2017,610000,15000,Petrol,Manual,First Owner
Maruti Zen Estilo VXI,Maruti,2011,200000,40000,Petrol,Manual,First Owner
Mahindra Xylo E4 8S,Mahindra,2010,265000,135000,Diesel,Manual,First Owner
Tata Tiago 1.2 Revotron,Tata,2018,560000,26300,Petrol,Manual,First Owner
Mahindra Bolero 2011-2019 SLE,Mahindra,2014,430000,120000,Diesel,Manual,First Owner
Maruti Swift Dzire VDI,Maruti,2017,711000,35000,Diesel,Manual,First Owner
Maruti Swift Dzire VXI,Maruti,2015,511000,30000,Petrol,Manual,First Owner
Mahindra Bolero 2011-2019 ZLX,Mahindra,2012,450000,165000,Diesel,Manual,First Owner
Tata Zest Revotron 1.2,Tata,2015,325000,50000,Petrol,Manual,First Owner
Renault Scala Diesel RxZ,Renault,2013,434999,120000,Diesel,Manual,First Owner
Ford Figo Diesel LXI,Ford,2010,210000,100000,Diesel,Manual,Second Owner
Maruti Omni BSIII 8-STR,Maruti,2009,140000,90000,Petrol,Manual,Third Owner
Maruti SX4 Vxi BSIII,Maruti,2007,160000,120000,Petrol,Manual,Second Owner
Maruti Ertiga VXI Limited,Maruti,2017,650000,70000,Petrol,Manual,Second Owner
Maruti Swift VDI BSIV,Maruti,2008,250000,90000,Diesel,Manual,Second Owner
Hyundai i20 Sportz 1.2,Hyundai,2014,320000,72000,Petrol,Manual,First Owner
Renault KWID Climber 1.0,Renault,2017,290000,50000,Petrol,Manual,First Owner
Mahindra Jeep Classic,Mahindra,1996,163000,5000,Diesel,Manual,Second Owner
Tata Nano CX,Tata,2013,80000,30000,Petrol,Manual,First Owner
Tata Safari Storme EX,Tata,2017,1100000,20000,Diesel,Manual,First Owner
Maruti Ciaz ZDi Plus,Maruti,2015,600000,110000,Diesel,Manual,First Owner
Renault KWID RXT,Renault,2017,340000,25000,Petrol,Manual,First Owner
Toyota Innova 2.5 G,Toyota,2014,750000,120000,Diesel,Manual,First Owner
Maruti Alto LX,Maruti,2006,100000,40000,Petrol,Manual,First Owner
Renault KWID RXT Optional,Renault,2019,395000,10000,Petrol,Manual,First Owner
Maruti Wagon R VXI,Maruti,2010,200000,65000,Petrol,Manual,First Owner
Maruti Eeco CNG 5,Maruti,2019,450000,10000,CNG,Manual,First Owner
Mahindra Verito 1.4 G4,Mahindra,2012,180000,110000,Petrol,Manual,Second Owner
Mahindra Bolero DI,Mahindra,2008,190000,120000,Diesel,Manual,Second Owner
Maruti Eeco 5 Seater,Maruti,2015,310000,72000,Petrol,Manual,First Owner
Maruti Ritz VDi,Maruti,2014,351000,89100,Diesel,Manual,Second Owner
Chevrolet Optra 1.6 LT,Chevrolet,2006,190000,94000,Petrol,Manual,Second Owner
Hyundai EON Magna Plus,Hyundai,2015,225000,120000,Petrol,Manual,Second Owner
Chevrolet Spark 1.0 LT,Chevrolet,2012,130000,110000,Petrol,Manual,First Owner
Maruti Ciaz Alpha Diesel,Maruti,2018,1000000,50000,Diesel,Manual,First Owner
Tata Indica V2 DLS,Tata,2004,55000,90000,Diesel,Manual,Third Owner
Chevrolet Sail 1.2 LT,Chevrolet,2014,330000,23000,Petrol,Manual,First Owner
Maruti Omni MPI STD,Maruti,2013,166000,50000,Petrol,Manual,First Owner
Mahindra Xylo D4 BSIII,Mahindra,2013,200000,300000,Diesel,Manual,First Owner
Maruti Alto K10 2010-2014,Maruti,2011,140000,50000,Petrol,Manual,Third Owner
Maruti Eeco CNG 5,Maruti,2017,370000,140000,CNG,Manual,First Owner
Hyundai Elite i20 Sportz,Hyundai,2019,720000,16000,Petrol,Automatic,First Owner
Hyundai i20 Active 1.4,Hyundai,2015,500000,126000,Diesel,Manual,First Owner
Hyundai Xcent 1.2 VTVT,Hyundai,2019,570000,15000,Petrol,Manual,First Owner
Maruti Swift Dzire 1.2,Maruti,2010,210000,200000,Petrol,Manual,First Owner
Maruti Alto LXi,Maruti,2009,120000,120000,Petrol,Manual,First Owner
Hyundai Getz GLX,Hyundai,2005,95000,120000,Petrol,Manual,Fourth & Above Owner
Hyundai i10 Sportz AT,Hyundai,2010,196000,110000,Petrol,Automatic,Third Owner
Maruti Eeco 5 Seater,Maruti,2016,392000,38000,Petrol,Manual,First Owner
Tata Manza Aura Plus,Tata,2010,150000,104000,Petrol,Manual,First Owner
Honda BR-V i-VTEC E,Honda,2017,595000,120000,Petrol,Manual,First Owner
Maruti Vitara Brezza ZDi,Maruti,2018,833000,35000,Diesel,Automatic,First Owner
Maruti Swift VDI,Maruti,2011,280000,210000,Diesel,Manual,First Owner
Maruti 800 Std BSII,Maruti,2003,35000,35000,Petrol,Manual,Second Owner
Maruti Ritz VDi,Maruti,2009,180000,85000,Diesel,Manual,Third Owner
Maruti Wagon R VXi,Maruti,2012,225000,80000,Petrol,Manual,First Owner
Mercedes-Benz New C-Class 220,Mercedes-Benz,2012,1400000,50000,Diesel,Automatic,First Owner
Hyundai i20 Era Diesel,Hyundai,2009,340000,40000,Diesel,Manual,First Owner
Toyota Innova 2.5 GX,Toyota,2010,550000,216000,Diesel,Manual,First Owner
Maruti Wagon R VXI,Maruti,2017,400000,65000,Petrol,Manual,Second Owner
Hyundai Getz GLE,Hyundai,2006,90000,100000,Petrol,Manual,Third Owner
Maruti Ciaz VDi Plus,Maruti,2015,650000,84000,Diesel,Manual,First Owner
Toyota Innova 2.5 G,Toyota,2012,730000,210000,Diesel,Manual,First Owner
Chevrolet Aveo U-VA 1.2,Chevrolet,2010,125000,60000,Petrol,Manual,First Owner
Hyundai Getz GLE,Hyundai,2006,81000,100000,Petrol,Manual,Fourth & Above Owner
Maruti Swift Glam,Maruti,2007,170000,78000,Petrol,Manual,Second Owner
Honda City 1.5 EXI,Honda,2002,81000,161000,Petrol,Manual,Fourth & Above Owner
Maruti Alto LX,Maruti,2005,95000,70000,Petrol,Manual,Third Owner
Tata Nano Cx BSIV,Tata,2010,55000,50000,Petrol,Manual,Third Owner
Renault Lodgy World Edition,Renault,2017,880000,65000,Diesel,Manual,First Owner
Renault KWID RXL,Renault,2015,200000,50000,Petrol,Manual,First Owner
Maruti Wagon R VXI,Maruti,2019,480000,25000,Petrol,Manual,First Owner
Mahindra Bolero 2011-2019 Plus,Mahindra,2013,480000,100000,Diesel,Manual,First Owner
Hyundai i20 1.2 Asta,Hyundai,2018,700000,6000,Petrol,Manual,First Owner
Honda BRV i-DTEC V,Honda,2016,850000,72113,Diesel,Manual,First Owner
Tata Indigo CR4,Tata,2012,300000,40000,Diesel,Manual,First Owner
Hyundai i20 1.2 Asta,Hyundai,2017,650000,8000,Petrol,Manual,First Owner
Maruti Ritz VXI,Maruti,2010,220000,20000,Petrol,Manual,First Owner
Tata Indigo CS LS,Tata,2014,300000,45000,Diesel,Manual,First Owner
Maruti Swift Dzire VDI,Maruti,2014,450000,80000,Diesel,Manual,First Owner
Maruti Swift VDI BSIV,Maruti,2014,400000,90000,Diesel,Manual,First Owner
Maruti S-Cross 2017-2020 Alpha,Maruti,2018,1030000,25000,Diesel,Manual,First Owner
Tata Manza Aura Quadrajet,Tata,2010,190000,100000,Diesel,Manual,Second Owner
Ford Fiesta 1.4 Duratec,Ford,2006,140000,60000,Petrol,Manual,Second Owner
Hyundai i20 Active S,Hyundai,2018,800000,30000,Diesel,Manual,First Owner
Mahindra Scorpio LX 2.6,Mahindra,2007,229999,120000,Diesel,Manual,Third Owner
Tata Safari DICOR 2.2,Tata,2011,300000,80000,Diesel,Manual,Second Owner
Volkswagen Vento Diesel Highline,Volkswagen,2011,375000,69000,Diesel,Manual,Second Owner
Chevrolet Beat LT,Chevrolet,2010,140000,75000,Petrol,Manual,First Owner
